2,0.65,0.515,0.16,1.1625,0.495,0.203,0.33,2
1,0.57,0.44,0.14,0.9535,0.3785,0.201,0.305,2
1,0.63,0.48,0.175,1.3675,0.5015,0.3035,0.515,2
2,0.535,0.42,0.145,0.926,0.398,0.1965,0.25,2
1,0.5,0.385,0.105,0.498,0.1795,0.1095,0.17,2
1,0.555,0.435,0.165,0.97,0.336,0.2315,0.295,2
1,0.5,0.38,0.155,0.655,0.2405,0.143,0.205,2
1,0.49,0.36,0.11,0.5005,0.161,0.107,0.195,2
1,0.52,0.405,0.14,0.8175,0.2795,0.183,0.26,2
1,0.53,0.42,0.13,1.001,0.34,0.226,0.265,2
1,0.66,0.52,0.2,1.676,0.673,0.4805,0.45,2
1,0.54,0.44,0.135,0.959,0.2385,0.221,0.3,2
1,0.53,0.425,0.17,0.949,0.3485,0.2395,0.278,2
0,0.655,0.58,0.205,2.0805,0.959,0.3415,0.601,2
0,0.73,0.595,0.23,2.8255,1.1465,0.419,0.897,2
0,0.775,0.57,0.22,2.032,0.735,0.4755,0.6585,2
0,0.62,0.495,0.175,1.806,0.643,0.3285,0.725,2
1,0.715,0.565,0.24,2.1995,0.7245,0.465,0.885,2
0,0.565,0.47,0.195,1.142,0.387,0.258,0.35,2
0,0.63,0.51,0.23,1.539,0.5635,0.2815,0.57,2
0,0.58,0.465,0.175,1.035,0.401,0.1865,0.385,2
