1,0.6,0.47,0.15,0.922,0.363,0.194,0.305,1
1,0.555,0.425,0.14,0.788,0.282,0.1595,0.285,1
1,0.575,0.445,0.14,0.941,0.3845,0.252,0.285,1
0,0.56,0.44,0.16,0.8645,0.3305,0.2075,0.26,1
1,0.46,0.355,0.13,0.517,0.2205,0.114,0.165,1
1,0.625,0.495,0.165,1.262,0.507,0.318,0.39,1
0,0.535,0.435,0.15,0.725,0.269,0.1385,0.25,1
0,0.47,0.375,0.13,0.523,0.214,0.132,0.145,1
0,0.47,0.37,0.13,0.5225,0.201,0.133,0.165,1
1,0.475,0.375,0.125,0.5785,0.2775,0.085,0.155,1
2,0.36,0.265,0.095,0.2315,0.105,0.046,0.075,1
0,0.53,0.415,0.14,0.724,0.3105,0.1675,0.205,1
1,0.545,0.43,0.165,0.802,0.2935,0.183,0.28,1
1,0.5,0.4,0.125,0.6675,0.261,0.1315,0.22,1
1,0.51,0.39,0.135,0.6335,0.231,0.179,0.2,1
1,0.435,0.395,0.105,0.3635,0.136,0.098,0.13,1
0,0.495,0.395,0.125,0.5415,0.2375,0.1345,0.155,1
0,0.465,0.36,0.105,0.431,0.172,0.107,0.175,1
2,0.435,0.32,0.08,0.3325,0.1485,0.0635,0.105,1
0,0.425,0.35,0.105,0.393,0.13,0.063,0.165,1
1,0.545,0.41,0.125,0.6935,0.2975,0.146,0.21,1
1,0.53,0.415,0.115,0.5915,0.233,0.1585,0.18,1
1,0.49,0.375,0.135,0.6125,0.2555,0.102,0.22,1
0,0.44,0.34,0.105,0.402,0.1305,0.0955,0.165,1
1,0.56,0.43,0.15,0.8825,0.3465,0.172,0.31,1
0,0.405,0.305,0.085,0.2605,0.1145,0.0595,0.085,1
1,0.47,0.365,0.105,0.4205,0.163,0.1035,0.14,1
2,0.385,0.295,0.085,0.2535,0.103,0.0575,0.085,1
0,0.37,0.265,0.075,0.214,0.09,0.051,0.07,1
2,0.36,0.28,0.08,0.1755,0.081,0.0505,0.07,1
2,0.27,0.195,0.06,0.073,0.0285,0.0235,0.03,1
2,0.375,0.275,0.09,0.238,0.1075,0.0545,0.07,1
2,0.385,0.29,0.085,0.2505,0.112,0.061,0.08,1
1,0.44,0.35,0.125,0.4035,0.175,0.063,0.129,1
1,0.325,0.26,0.09,0.1915,0.085,0.036,0.062,1
2,0.35,0.26,0.095,0.211,0.086,0.056,0.068,1
2,0.265,0.2,0.065,0.0975,0.04,0.0205,0.028,1
1,0.425,0.33,0.115,0.406,0.1635,0.081,0.1355,1
1,0.305,0.23,0.08,0.156,0.0675,0.0345,0.048,1
0,0.345,0.255,0.09,0.2005,0.094,0.0295,0.063,1
1,0.405,0.325,0.11,0.3555,0.151,0.063,0.117,1
0,0.375,0.285,0.095,0.253,0.096,0.0575,0.0925,1
1,0.565,0.445,0.155,0.826,0.341,0.2055,0.2475,1
1,0.55,0.45,0.145,0.741,0.295,0.1435,0.2665,1
0,0.56,0.455,0.155,0.797,0.34,0.19,0.2425,1
